=== QUADAPT 3-PILLAR BACKTEST (validated params) ===
settings: mean_reversion, min_quality_score=50, protective_sl_atr=1.0, profit_target_mult=0.7, hold_bars=60, require_stretch=True
20:26:33 | INFO     | RiskEngine           | Lot for NAS100: balance=$1000.00, risk=1.0%, SL=10.3pips, pip_val=$50.00, lot=0.02
20:26:33 | INFO     | RiskEngine           | Lot for NAS100: balance=$850.06, risk=1.0%, SL=29.3pips, pip_val=$50.00, lot=0.01
20:26:33 | INFO     | RiskEngine           | Lot for NAS100: balance=$835.42, risk=1.0%, SL=27.7pips, pip_val=$50.00, lot=0.01
20:26:33 | INFO     | RiskEngine           | Lot for NAS100: balance=$821.59, risk=1.0%, SL=12.5pips, pip_val=$50.00, lot=0.01
20:26:33 | INFO     | RiskEngine           | Lot for NAS100: balance=$817.23, risk=1.0%, SL=10.5pips, pip_val=$50.00, lot=0.02
20:26:33 | INFO     | RiskEngine           | Lot for NAS100: balance=$809.86, risk=1.0%, SL=10.9pips, pip_val=$50.00, lot=0.01
20:26:33 | INFO     | RiskEngine           | Lot for NAS100: balance=$804.42, risk=1.0%, SL=11.5pips, pip_val=$50.00, lot=0.01
20:26:33 | INFO     | RiskEngine           | Lot for NAS100: balance=$798.66, risk=1.0%, SL=10.2pips, pip_val=$50.00, lot=0.02
20:26:33 | INFO     | RiskEngine           | Lot for NAS100: balance=$791.50, risk=1.0%, SL=9.1pips, pip_val=$50.00, lot=0.02
20:26:33 | INFO     | RiskEngine           | Lot for NAS100: balance=$785.09, risk=1.0%, SL=9.8pips, pip_val=$50.00, lot=0.02
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$778.23, risk=1.0%, SL=10.7pips, pip_val=$50.00, lot=0.01
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$774.47, risk=1.0%, SL=12.0pips, pip_val=$50.00, lot=0.01
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$768.48, risk=1.0%, SL=11.2pips, pip_val=$50.00, lot=0.01
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$762.88, risk=1.0%, SL=10.7pips, pip_val=$50.00, lot=0.01
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$759.15, risk=1.0%, SL=14.4pips, pip_val=$50.00, lot=0.01
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$751.96, risk=1.0%, SL=11.9pips, pip_val=$50.00, lot=0.01
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$747.81, risk=1.0%, SL=5.4pips, pip_val=$50.00, lot=0.03
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$742.10, risk=1.0%, SL=7.5pips, pip_val=$50.00, lot=0.02
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$734.64, risk=1.0%, SL=6.4pips, pip_val=$50.00, lot=0.02
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$730.14, risk=1.0%, SL=6.2pips, pip_val=$50.00, lot=0.02
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$725.81, risk=1.0%, SL=7.2pips, pip_val=$50.00, lot=0.02
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$718.60, risk=1.0%, SL=6.4pips, pip_val=$50.00, lot=0.02
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$714.11, risk=1.0%, SL=7.0pips, pip_val=$50.00, lot=0.02
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$709.21, risk=1.0%, SL=8.6pips, pip_val=$50.00, lot=0.02
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$703.17, risk=1.0%, SL=11.1pips, pip_val=$50.00, lot=0.01
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$699.27, risk=1.0%, SL=11.4pips, pip_val=$50.00, lot=0.01
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$693.59, risk=1.0%, SL=10.6pips, pip_val=$50.00, lot=0.01
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$688.32, risk=1.0%, SL=10.4pips, pip_val=$50.00, lot=0.01
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$684.68, risk=1.0%, SL=10.5pips, pip_val=$50.00, lot=0.01
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$681.00, risk=1.0%, SL=10.0pips, pip_val=$50.00, lot=0.01
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$677.49, risk=1.0%, SL=9.7pips, pip_val=$50.00, lot=0.01
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$672.64, risk=1.0%, SL=9.6pips, pip_val=$50.00, lot=0.01
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$667.83, risk=1.0%, SL=8.2pips, pip_val=$50.00, lot=0.02
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$662.08, risk=1.0%, SL=8.8pips, pip_val=$50.00, lot=0.02
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$655.95, risk=1.0%, SL=7.0pips, pip_val=$50.00, lot=0.02
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$651.06, risk=1.0%, SL=8.2pips, pip_val=$50.00, lot=0.02
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$645.29, risk=1.0%, SL=8.7pips, pip_val=$50.00, lot=0.01
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$642.26, risk=1.0%, SL=8.7pips, pip_val=$50.00, lot=0.01
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$639.20, risk=1.0%, SL=7.5pips, pip_val=$50.00, lot=0.02
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$631.75, risk=1.0%, SL=8.1pips, pip_val=$50.00, lot=0.02
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$623.64, risk=1.0%, SL=7.8pips, pip_val=$50.00, lot=0.02
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$618.18, risk=1.0%, SL=7.4pips, pip_val=$50.00, lot=0.02
20:26:34 | INFO     | RiskEngine           | Lot for NAS100: balance=$610.77, risk=1.0%, SL=10.3pips, pip_val=$50.00, lot=0.01
20:26:35 | INFO     | RiskEngine           | Lot for NAS100: balance=$607.15, risk=1.0%, SL=40.0pips, pip_val=$50.00, lot=0.01
NAS100   ret= -40.68% trades= 150 win=  0.0% maxDD= 40.7% final=$593.15 killed=True
20:26:35 | INFO     | RiskEngine           | Lot for SP500: balance=$1000.00, risk=1.0%, SL=1.5pips, pip_val=$50.00, lot=0.13
20:26:35 | INFO     | RiskEngine           | Lot for SP500: balance=$992.96, risk=1.0%, SL=1.5pips, pip_val=$50.00, lot=0.13
20:26:35 | INFO     | RiskEngine           | Lot for SP500: balance=$983.27, risk=1.0%, SL=1.7pips, pip_val=$50.00, lot=0.11
20:26:35 | INFO     | RiskEngine           | Lot for SP500: balance=$976.64, risk=1.0%, SL=1.8pips, pip_val=$50.00, lot=0.11
20:26:35 | INFO     | RiskEngine           | Lot for SP500: balance=$966.99, risk=1.0%, SL=4.2pips, pip_val=$50.00, lot=0.05
20:26:35 | INFO     | RiskEngine           | Lot for SP500: balance=$959.67, risk=1.0%, SL=4.1pips, pip_val=$50.00, lot=0.05
20:26:35 | INFO     | RiskEngine           | Lot for SP500: balance=$952.55, risk=1.0%, SL=5.1pips, pip_val=$50.00, lot=0.04
20:26:35 | INFO     | RiskEngine           | Lot for SP500: balance=$945.35, risk=1.0%, SL=5.0pips, pip_val=$50.00, lot=0.04
20:26:35 | INFO     | RiskEngine           | Lot for SP500: balance=$935.37, risk=1.0%, SL=4.4pips, pip_val=$50.00, lot=0.04
20:26:35 | INFO     | RiskEngine           | Lot for SP500: balance=$929.20, risk=1.0%, SL=3.7pips, pip_val=$50.00, lot=0.05
20:26:35 | INFO     | RiskEngine           | Lot for SP500: balance=$919.89, risk=1.0%, SL=3.5pips, pip_val=$50.00, lot=0.05
20:26:35 | INFO     | RiskEngine           | Lot for SP500: balance=$913.79, risk=1.0%, SL=2.6pips, pip_val=$50.00, lot=0.07
20:26:35 | INFO     | RiskEngine           | Lot for SP500: balance=$907.40, risk=1.0%, SL=2.1pips, pip_val=$50.00, lot=0.09
20:26:35 | INFO     | RiskEngine           | Lot for SP500: balance=$900.68, risk=1.0%, SL=1.9pips, pip_val=$50.00, lot=0.09
20:26:35 | INFO     | RiskEngine           | Lot for SP500: balance=$894.70, risk=1.0%, SL=1.6pips, pip_val=$50.00, lot=0.11
20:26:35 | INFO     | RiskEngine           | Lot for SP500: balance=$888.70, risk=1.0%, SL=1.6pips, pip_val=$50.00, lot=0.11
20:26:35 | INFO     | RiskEngine           | Lot for SP500: balance=$879.77, risk=1.0%, SL=1.7pips, pip_val=$50.00, lot=0.11
20:26:35 | INFO     | RiskEngine           | Lot for SP500: balance=$870.63, risk=1.0%, SL=1.6pips, pip_val=$50.00, lot=0.11
20:26:35 | INFO     | RiskEngine           | Lot for SP500: balance=$864.47, risk=1.0%, SL=1.5pips, pip_val=$50.00, lot=0.12
20:26:35 | INFO     | RiskEngine           | Lot for SP500: balance=$855.74, risk=1.0%, SL=1.4pips, pip_val=$50.00, lot=0.12
20:26:35 | INFO     | RiskEngine           | Lot for SP500: balance=$849.98, risk=1.0%, SL=1.5pips, pip_val=$50.00, lot=0.11
20:26:35 | INFO     | RiskEngine           | Lot for SP500: balance=$841.85, risk=1.0%, SL=1.5pips, pip_val=$50.00, lot=0.11
20:26:35 | INFO     | RiskEngine           | Lot for SP500: balance=$833.49, risk=1.0%, SL=1.0pips, pip_val=$50.00, lot=0.16
20:26:36 | INFO     | RiskEngine           | Lot for SP500: balance=$827.65, risk=1.0%, SL=1.0pips, pip_val=$50.00, lot=0.17
20:26:36 | INFO     | RiskEngine           | Lot for SP500: balance=$821.69, risk=1.0%, SL=1.6pips, pip_val=$50.00, lot=0.10
20:26:36 | INFO     | RiskEngine           | Lot for SP500: balance=$815.97, risk=1.0%, SL=1.4pips, pip_val=$50.00, lot=0.12
20:26:36 | INFO     | RiskEngine           | Lot for SP500: balance=$810.10, risk=1.0%, SL=1.2pips, pip_val=$50.00, lot=0.13
20:26:36 | INFO     | RiskEngine           | Lot for SP500: balance=$804.56, risk=1.0%, SL=1.2pips, pip_val=$50.00, lot=0.14
20:26:36 | INFO     | RiskEngine           | Lot for SP500: balance=$796.46, risk=1.0%, SL=1.1pips, pip_val=$50.00, lot=0.14
20:26:36 | INFO     | RiskEngine           | Lot for SP500: balance=$791.03, risk=1.0%, SL=1.1pips, pip_val=$50.00, lot=0.14
20:26:36 | INFO     | RiskEngine           | Lot for SP500: balance=$785.53, risk=1.0%, SL=1.2pips, pip_val=$50.00, lot=0.13
20:26:36 | INFO     | RiskEngine           | Lot for SP500: balance=$780.11, risk=1.0%, SL=1.1pips, pip_val=$50.00, lot=0.15
20:26:36 | INFO     | RiskEngine           | Lot for SP500: balance=$774.50, risk=1.0%, SL=1.0pips, pip_val=$50.00, lot=0.15
20:26:36 | INFO     | RiskEngine           | Lot for SP500: balance=$769.11, risk=1.0%, SL=1.0pips, pip_val=$50.00, lot=0.15
20:26:36 | INFO     | RiskEngine           | Lot for SP500: balance=$761.60, risk=1.0%, SL=1.1pips, pip_val=$50.00, lot=0.14
20:26:36 | INFO     | RiskEngine           | Lot for SP500: balance=$756.26, risk=1.0%, SL=1.2pips, pip_val=$50.00, lot=0.13
20:26:36 | INFO     | RiskEngine           | Lot for SP500: balance=$748.78, risk=1.0%, SL=1.3pips, pip_val=$50.00, lot=0.11
20:26:36 | INFO     | RiskEngine           | Lot for SP500: balance=$741.51, risk=1.0%, SL=1.4pips, pip_val=$50.00, lot=0.11
20:26:36 | INFO     | RiskEngine           | Lot for SP500: balance=$736.28, risk=1.0%, SL=1.3pips, pip_val=$50.00, lot=0.12
20:26:36 | INFO     | RiskEngine           | Lot for SP500: balance=$730.94, risk=1.0%, SL=1.6pips, pip_val=$50.00, lot=0.09
20:26:36 | INFO     | RiskEngine           | Lot for SP500: balance=$723.66, risk=1.0%, SL=1.6pips, pip_val=$50.00, lot=0.09
20:26:36 | INFO     | RiskEngine           | Lot for SP500: balance=$716.68, risk=1.0%, SL=1.1pips, pip_val=$50.00, lot=0.13
20:26:36 | INFO     | RiskEngine           | Lot for SP500: balance=$711.60, risk=1.0%, SL=1.3pips, pip_val=$50.00, lot=0.11
20:26:36 | INFO     | RiskEngine           | Lot for SP500: balance=$706.68, risk=1.0%, SL=1.2pips, pip_val=$50.00, lot=0.12
20:26:36 | INFO     | RiskEngine           | Lot for SP500: balance=$701.52, risk=1.0%, SL=6.2pips, pip_val=$50.00, lot=0.02
20:26:37 | INFO     | RiskEngine           | Lot for SP500: balance=$695.27, risk=1.0%, SL=5.8pips, pip_val=$50.00, lot=0.02
20:26:37 | INFO     | RiskEngine           | Lot for SP500: balance=$691.20, risk=1.0%, SL=4.5pips, pip_val=$50.00, lot=0.03
20:26:37 | INFO     | RiskEngine           | Lot for SP500: balance=$684.51, risk=1.0%, SL=4.2pips, pip_val=$50.00, lot=0.03
20:26:37 | INFO     | RiskEngine           | Lot for SP500: balance=$680.05, risk=1.0%, SL=3.5pips, pip_val=$50.00, lot=0.04
20:26:37 | INFO     | RiskEngine           | Lot for SP500: balance=$675.17, risk=1.0%, SL=3.4pips, pip_val=$50.00, lot=0.04
20:26:37 | INFO     | RiskEngine           | Lot for SP500: balance=$668.37, risk=1.0%, SL=2.6pips, pip_val=$50.00, lot=0.05
20:26:37 | INFO     | RiskEngine           | Lot for SP500: balance=$663.83, risk=1.0%, SL=1.9pips, pip_val=$50.00, lot=0.07
20:26:37 | INFO     | RiskEngine           | Lot for SP500: balance=$657.19, risk=1.0%, SL=1.9pips, pip_val=$50.00, lot=0.07
20:26:37 | INFO     | RiskEngine           | Lot for SP500: balance=$650.41, risk=1.0%, SL=1.6pips, pip_val=$50.00, lot=0.08
20:26:37 | INFO     | RiskEngine           | Lot for SP500: balance=$645.94, risk=1.0%, SL=1.4pips, pip_val=$50.00, lot=0.09
20:26:37 | INFO     | RiskEngine           | Lot for SP500: balance=$639.79, risk=1.0%, SL=1.5pips, pip_val=$50.00, lot=0.08
20:26:37 | INFO     | RiskEngine           | Lot for SP500: balance=$635.46, risk=1.0%, SL=1.5pips, pip_val=$50.00, lot=0.09
20:26:37 | INFO     | RiskEngine           | Lot for SP500: balance=$628.84, risk=1.0%, SL=1.4pips, pip_val=$50.00, lot=0.09
20:26:37 | INFO     | RiskEngine           | Lot for SP500: balance=$622.34, risk=1.0%, SL=1.3pips, pip_val=$50.00, lot=0.10
20:26:37 | INFO     | RiskEngine           | Lot for SP500: balance=$617.89, risk=1.0%, SL=1.3pips, pip_val=$50.00, lot=0.10
20:26:37 | INFO     | RiskEngine           | Lot for SP500: balance=$613.43, risk=1.0%, SL=1.0pips, pip_val=$50.00, lot=0.12
20:26:37 | INFO     | RiskEngine           | Lot for SP500: balance=$607.40, risk=1.0%, SL=2.6pips, pip_val=$50.00, lot=0.05
20:26:37 | INFO     | RiskEngine           | Lot for SP500: balance=$600.91, risk=1.0%, SL=2.2pips, pip_val=$50.00, lot=0.05
SP500    ret= -40.30% trades= 171 win=  0.0% maxDD= 40.3% final=$597.04 killed=True
20:26:37 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1000.00, risk=1.0%, SL=132.2pips, pip_val=$1.00, lot=0.08
20:26:37 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$989.42, risk=1.0%, SL=112.5pips, pip_val=$1.00, lot=0.09
20:26:37 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$982.34, risk=1.0%, SL=272.0pips, pip_val=$1.00, lot=0.04
20:26:38 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$971.45, risk=1.0%, SL=148.1pips, pip_val=$1.00, lot=0.07
20:26:38 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$961.09, risk=1.0%, SL=174.8pips, pip_val=$1.00, lot=0.05
20:26:38 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$952.34, risk=1.0%, SL=169.4pips, pip_val=$1.00, lot=0.06
20:26:38 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$945.23, risk=1.0%, SL=137.2pips, pip_val=$1.00, lot=0.07
20:26:38 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$951.95, risk=1.0%, SL=138.9pips, pip_val=$1.00, lot=0.07
20:26:38 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$961.68, risk=1.0%, SL=158.8pips, pip_val=$1.00, lot=0.06
20:26:38 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$968.35, risk=1.0%, SL=143.7pips, pip_val=$1.00, lot=0.07
20:26:38 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$978.41, risk=1.0%, SL=148.6pips, pip_val=$1.00, lot=0.07
20:26:39 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$985.69, risk=1.0%, SL=119.4pips, pip_val=$1.00, lot=0.08
20:26:39 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$992.38, risk=1.0%, SL=104.4pips, pip_val=$1.00, lot=0.10
20:26:39 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$999.69, risk=1.0%, SL=133.0pips, pip_val=$1.00, lot=0.08
20:26:39 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1007.13, risk=1.0%, SL=151.9pips, pip_val=$1.00, lot=0.07
20:26:39 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1014.58, risk=1.0%, SL=151.2pips, pip_val=$1.00, lot=0.07
20:26:39 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1025.16, risk=1.0%, SL=275.2pips, pip_val=$1.00, lot=0.04
20:26:39 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1036.16, risk=1.0%, SL=272.4pips, pip_val=$1.00, lot=0.04
20:26:39 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1043.79, risk=1.0%, SL=254.8pips, pip_val=$1.00, lot=0.04
20:26:39 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1050.93, risk=1.0%, SL=215.0pips, pip_val=$1.00, lot=0.05
20:26:39 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1061.68, risk=1.0%, SL=218.3pips, pip_val=$1.00, lot=0.05
20:26:39 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1072.59, risk=1.0%, SL=281.7pips, pip_val=$1.00, lot=0.04
20:26:39 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1083.86, risk=1.0%, SL=259.7pips, pip_val=$1.00, lot=0.04
20:26:39 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1094.25, risk=1.0%, SL=99.8pips, pip_val=$1.00, lot=0.11
20:26:39 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1105.22, risk=1.0%, SL=116.0pips, pip_val=$1.00, lot=0.10
20:26:39 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1097.10, risk=1.0%, SL=241.3pips, pip_val=$1.00, lot=0.05
20:26:39 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1109.17, risk=1.0%, SL=274.5pips, pip_val=$1.00, lot=0.04
20:26:39 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1120.15, risk=1.0%, SL=277.7pips, pip_val=$1.00, lot=0.04
20:26:40 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1127.92, risk=1.0%, SL=214.2pips, pip_val=$1.00, lot=0.05
20:26:40 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1138.63, risk=1.0%, SL=190.4pips, pip_val=$1.00, lot=0.06
20:26:40 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1150.06, risk=1.0%, SL=211.5pips, pip_val=$1.00, lot=0.05
20:26:40 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1160.64, risk=1.0%, SL=199.3pips, pip_val=$1.00, lot=0.06
20:26:40 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1172.60, risk=1.0%, SL=168.0pips, pip_val=$1.00, lot=0.07
20:26:41 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1180.83, risk=1.0%, SL=279.9pips, pip_val=$1.00, lot=0.04
20:26:41 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1188.67, risk=1.0%, SL=219.6pips, pip_val=$1.00, lot=0.05
20:26:41 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1196.35, risk=1.0%, SL=175.9pips, pip_val=$1.00, lot=0.07
20:26:41 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1204.97, risk=1.0%, SL=174.7pips, pip_val=$1.00, lot=0.07
20:26:41 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1213.53, risk=1.0%, SL=165.9pips, pip_val=$1.00, lot=0.07
20:26:41 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1221.66, risk=1.0%, SL=164.1pips, pip_val=$1.00, lot=0.07
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1229.70, risk=1.0%, SL=325.6pips, pip_val=$1.00, lot=0.04
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1238.82, risk=1.0%, SL=280.3pips, pip_val=$1.00, lot=0.04
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1250.03, risk=1.0%, SL=179.6pips, pip_val=$1.00, lot=0.07
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1258.83, risk=1.0%, SL=188.4pips, pip_val=$1.00, lot=0.07
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1268.06, risk=1.0%, SL=156.5pips, pip_val=$1.00, lot=0.08
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1280.58, risk=1.0%, SL=145.1pips, pip_val=$1.00, lot=0.09
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1289.72, risk=1.0%, SL=104.7pips, pip_val=$1.00, lot=0.12
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1298.52, risk=1.0%, SL=123.3pips, pip_val=$1.00, lot=0.11
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1308.01, risk=1.0%, SL=131.0pips, pip_val=$1.00, lot=0.10
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1321.10, risk=1.0%, SL=241.4pips, pip_val=$1.00, lot=0.05
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1329.55, risk=1.0%, SL=134.8pips, pip_val=$1.00, lot=0.10
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1343.03, risk=1.0%, SL=148.4pips, pip_val=$1.00, lot=0.09
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1356.39, risk=1.0%, SL=105.8pips, pip_val=$1.00, lot=0.13
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1370.15, risk=1.0%, SL=85.4pips, pip_val=$1.00, lot=0.16
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1379.71, risk=1.0%, SL=87.7pips, pip_val=$1.00, lot=0.16
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1389.53, risk=1.0%, SL=101.9pips, pip_val=$1.00, lot=0.14
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1403.80, risk=1.0%, SL=108.8pips, pip_val=$1.00, lot=0.13
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1417.94, risk=1.0%, SL=106.7pips, pip_val=$1.00, lot=0.13
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1427.65, risk=1.0%, SL=149.0pips, pip_val=$1.00, lot=0.10
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1438.08, risk=1.0%, SL=158.9pips, pip_val=$1.00, lot=0.09
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1452.37, risk=1.0%, SL=222.2pips, pip_val=$1.00, lot=0.07
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1467.93, risk=1.0%, SL=201.7pips, pip_val=$1.00, lot=0.07
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1477.81, risk=1.0%, SL=230.7pips, pip_val=$1.00, lot=0.06
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1491.65, risk=1.0%, SL=275.0pips, pip_val=$1.00, lot=0.05
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1501.28, risk=1.0%, SL=218.0pips, pip_val=$1.00, lot=0.07
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1511.96, risk=1.0%, SL=157.8pips, pip_val=$1.00, lot=0.10
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1523.00, risk=1.0%, SL=145.9pips, pip_val=$1.00, lot=0.10
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1537.59, risk=1.0%, SL=156.6pips, pip_val=$1.00, lot=0.10
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1553.25, risk=1.0%, SL=112.1pips, pip_val=$1.00, lot=0.14
